1.0 C n79 M1
260.6999999999908 CONN n264 n19 up
261.9999999999911 CONN n349 n342 down
262.4999999999912 CONN n215 n275 up
262.5999999999912 CONN n273 n283 down
263.19999999999135 CONN n294 n65 down
263.29999999999137 CONN n120 n208 down
264.2999999999916 CONN n62 n264 up
264.49999999999164 CONN n353 n331 down
264.59999999999167 CONN n356 n98 down
265.2999999999918 CONN n334 n319 down
268.89999999999264 CONN n334 n264 down
269.29999999999274 CONN n335 n19 down
269.39999999999276 CONN n334 n19 down
269.5999999999928 CONN n208 n85 down
270.19999999999294 CONN n319 n18 down
271.6999999999933 CONN n120 n211 up
273.8999999999938 CONN n18 n264 down
274.19999999999385 CONN n62 n319 down
274.99999999999403 CONN n331 n353 up
275.6999999999942 CONN n264 n335 down
276.2999999999943 CONN n211 n85 up
276.6999999999944 CONN n319 n335 down
277.0999999999945 CONN n249 n361 up
283.39999999999594 CONN n223 n62 up
285.3999999999964 CONN n62 n264 down
286.1999999999966 CONN n282 n69 down
287.39999999999685 CONN n353 n331 down
287.39999999999685 CONN n353 n154 up
291.69999999999783 CONN n152 n69 down
292.0999999999979 CONN n69 n157 down
293.19999999999817 CONN n284 n77 down
295.5999999999987 CONN n361 n354 down
297.1999999999991 CONN n120 n85 down
297.1999999999991 CONN n249 n354 down
302.30000000000024 CONN n19 n62 up
302.70000000000033 CONN n154 n353 down
304.60000000000076 CONN n9 n6 up
305.50000000000097 CONN n85 n211 down
305.90000000000106 CONN n331 n154 up
307.3000000000014 CONN n363 n360 up
308.3000000000016 CONN n6 n9 down
310.100000000002 CONN n264 n19 down
311.20000000000226 CONN n19 n223 up
311.4000000000023 CONN n62 n319 up
312.10000000000247 CONN n163 n338 down
312.2000000000025 CONN n353 n358 up
312.3000000000025 CONN n264 n18 up
314.30000000000297 CONN n284 n77 up
314.8000000000031 CONN n154 n331 down
316.00000000000335 CONN n0 n208 up
316.00000000000335 CONN n0 n334 up
316.00000000000335 CONN n0 n18 up
316.00000000000335 CONN n0 n335 up
316.2000000000034 CONN n120 n211 down
316.7000000000035 CONN n266 n262 up
319.7000000000042 CONN n211 n0 up
321.0000000000045 CONN n360 n363 down
321.8000000000047 CONN n215 n275 down
322.4000000000048 CONN n334 n211 up
323.50000000000506 CONN n211 n208 up
323.6000000000051 CONN n18 n334 down
324.0000000000052 CONN n19 n319 down
324.1000000000052 CONN n120 n157 up
324.80000000000535 CONN n335 n18 down
324.9000000000054 CONN n319 n264 down
325.60000000000554 CONN n18 n208 down
325.8000000000056 CONN n211 n335 up
328.70000000000624 CONN n319 n62 down
330.2000000000066 CONN n120 n152 up
330.3000000000066 CONN n317 n301 up
330.90000000000674 CONN n18 n211 up
331.5000000000069 CONN n18 n208 up
332.8000000000072 CONN n211 n334 down
334.90000000000765 CONN n282 n120 up
336.20000000000795 CONN n266 n262 down
337.3000000000082 CONN n0 n264 up
337.50000000000824 CONN n18 n334 up
340.4000000000089 CONN n317 n301 down
341.50000000000915 CONN n18 n211 down
342.00000000000927 CONN n101 n358 up
342.7000000000094 CONN n157 n120 down
344.10000000000974 CONN n301 n317 up
345.40000000001004 CONN n120 n152 down
345.50000000001006 CONN n101 n353 up
346.70000000001033 CONN n211 n334 up
347.5000000000105 CONN n211 n208 down
347.5000000000105 CONN n290 n96 up
348.3000000000107 CONN n335 n18 up
349.80000000001104 CONN n349 n378 up
351.0000000000113 CONN n264 n334 up
351.0000000000113 CONN n317 n301 down
351.70000000001147 CONN n6 n62 up
354.5000000000121 CONN n354 n361 up
354.5000000000121 CONN n77 n284 down
355.10000000001224 CONN n62 n223 down
357.70000000001284 CONN n208 n264 up
359.00000000001313 CONN n264 n335 up
360.2000000000134 CONN n317 n301 up
360.6000000000135 CONN n208 n0 down
362.10000000001384 CONN n211 n353 up
362.700000000014 CONN n334 n208 down
363.50000000001415 CONN n101 n358 down
363.7000000000142 CONN n101 n353 down
364.00000000001427 CONN n6 n19 up
365.0000000000145 CONN n208 n335 down
368.2000000000152 CONN n317 n301 down
368.30000000001525 CONN n319 n211 up
368.9000000000154 CONN n211 n353 down
369.1000000000154 CONN n282 n120 down
370.3000000000157 CONN n223 n19 down
372.20000000001613 CONN n211 n334 down
372.30000000001615 CONN n353 n335 up
372.5000000000162 CONN n335 n211 down
372.80000000001627 CONN n77 n284 up
373.10000000001634 CONN n0 n353 up
373.60000000001645 CONN n320 n212 up
375.30000000001684 CONN n208 n334 up
378.00000000001745 CONN n211 n0 down
380.9000000000181 CONN n358 n353 down
382.30000000001843 CONN n264 n0 down
382.40000000001845 CONN n120 n249 up
383.20000000001863 CONN n353 n334 up
384.10000000001884 CONN n331 n154 up
384.50000000001893 CONN n18 n208 down
385.2000000000191 CONN n353 n18 up
385.3000000000191 CONN n378 n349 down
386.6000000000194 CONN n18 n353 down
386.70000000001943 CONN n334 n353 down
387.30000000001957 CONN n211 n19 up
387.5000000000196 CONN n208 n264 down
387.9000000000197 CONN n249 n361 down
388.50000000001984 CONN n18 n0 down
389.00000000001995 CONN n361 n120 up
389.10000000002 CONN n211 n19 down
389.30000000002 CONN n18 n208 up
390.2000000000202 CONN n335 n264 down
390.80000000002036 CONN n273 n177 up
391.60000000002054 CONN n0 n334 down
393.40000000002095 CONN n18 n208 down
393.700000000021 CONN n211 n6 up
394.20000000002113 CONN n85 n354 up
394.80000000002127 CONN n223 n264 up
395.0000000000213 CONN n282 n152 down
396.3000000000216 CONN n85 n361 up
397.1000000000218 CONN n77 n284 down
397.40000000002186 CONN n358 n353 up
398.8000000000222 CONN n318 n192 up
398.8000000000222 CONN n211 n223 up
399.60000000002236 CONN n264 n334 down
399.8000000000224 CONN n335 n18 down
402.0000000000229 CONN n290 n96 down
402.10000000002293 CONN n358 n353 down
402.20000000002295 CONN n19 n301 up
402.9000000000231 CONN n38 n85 up
403.8000000000233 CONN n282 n152 up
405.5000000000237 CONN n264 n334 up
406.0000000000238 CONN n354 n120 up
406.60000000002395 CONN n19 n62 down
406.700000000024 CONN n6 n62 down
407.90000000002425 CONN n211 n319 down
408.2000000000243 CONN n335 n208 up
409.5000000000246 CONN n18 n334 down
410.3000000000248 CONN n334 n0 up
410.4000000000248 CONN n85 n38 down
411.6000000000251 CONN n223 n211 down
412.1000000000252 CONN n335 n264 up
412.9000000000254 CONN n6 n19 down
414.8000000000258 CONN n264 n223 down
415.500000000026 CONN n320 n212 down
415.90000000002607 CONN n208 n264 up
420.20000000002705 CONN n334 n353 up
421.50000000002734 CONN n225 n104 up
424.70000000002807 CONN n361 n85 down
425.50000000002825 CONN n334 n223 up
425.90000000002834 CONN n0 n335 down
426.30000000002843 CONN n334 n18 up
428.50000000002893 CONN n18 n335 up
429.40000000002914 CONN n208 n353 up
429.80000000002923 CONN n208 n18 up
429.80000000002923 CONN n353 n335 down
431.5000000000296 CONN n223 n18 up
433.20000000003 CONN n177 n273 down
435.9000000000306 CONN n208 n0 up
436.90000000003084 CONN n211 n62 up
437.00000000003087 CONN n85 n361 up
437.600000000031 CONN n335 n353 up
439.20000000003137 CONN n223 n208 up
439.60000000003146 CONN n264 n223 up
440.80000000003173 CONN n18 n353 up
441.0000000000318 CONN n0 n18 up
441.2000000000318 CONN n6 n211 down
441.40000000003187 CONN n319 n101 up
441.6000000000319 CONN n0 n335 up
442.100000000032 CONN n225 n104 down
443.3000000000323 CONN n223 n335 up
443.50000000003234 CONN n120 n249 down
445.20000000003273 CONN n264 n0 up
445.20000000003273 CONN n335 n353 down
445.80000000003287 CONN n275 n378 up
449.70000000003375 CONN n353 n18 down
450.0000000000338 CONN n353 n208 down
451.90000000003425 CONN n120 n354 down
453.0000000000345 CONN n19 n301 down
453.3000000000346 CONN n85 n120 up
454.60000000003487 CONN n334 n353 down
454.7000000000349 CONN n331 n154 down
455.200000000035 CONN n62 n211 down
457.5000000000355 CONN n77 n356 up
457.60000000003555 CONN n223 n334 down
459.00000000003587 CONN n223 n208 down
460.1000000000361 CONN n319 n101 down
461.20000000003637 CONN n275 n378 down
461.7000000000365 CONN n0 n335 down
462.80000000003673 CONN n223 n335 down
463.30000000003685 CONN n301 n211 up
463.70000000003694 CONN n18 n223 down
465.10000000003726 CONN n334 n0 down
465.10000000003726 CONN n264 n223 down
465.2000000000373 CONN n264 n0 down
465.2000000000373 CONN n0 n18 down
465.8000000000374 CONN n208 n0 down
466.1000000000375 CONN n0 n353 down
468.20000000003796 CONN n361 n120 down
469.90000000003835 CONN n358 n101 up
470.9000000000386 CONN n353 n358 up
471.20000000003864 CONN n264 n334 down
472.90000000003903 CONN n378 n215 up
473.50000000003917 CONN n157 n223 up
473.50000000003917 CONN n358 n353 down
474.80000000003946 CONN n120 n215 up
475.4000000000396 CONN n282 n157 down
475.9000000000397 CONN n120 n85 down
477.40000000004005 CONN n192 n318 down
480.8000000000408 CONN n75 n295 up
481.00000000004087 CONN n152 n223 up
481.1000000000409 CONN n282 n157 up
484.00000000004155 CONN n353 n208 up
484.2000000000416 CONN n208 n264 down
486.3000000000421 CONN n334 n18 down
487.8000000000424 CONN n335 n353 up
488.90000000004267 CONN n223 n282 up
489.0000000000427 CONN n25 n223 up
489.1000000000427 CONN n334 n353 up
490.10000000004294 CONN n211 n301 down
490.300000000043 CONN n264 n208 up
493.8000000000438 CONN n85 n215 up
493.9000000000438 CONN n208 n353 down
494.0000000000438 CONN n215 n378 down
494.0000000000438 CONN n195 n62 up
